DIA,MES,ANO,HORA,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BARIOMETRICA,PRECIPITACIONES
27,9,2021,12,0.91,72.0,21.8,56,953,0.0
27,9,2021,13,0.93,128.0,22.9,53,953,0.0
27,9,2021,14,1.0,91.0,24.2,47,952,0.0
27,9,2021,15,1.19,96.0,25.1,43,952,0.0
27,9,2021,16,1.16,128.0,26.4,37,951,0.0
27,9,2021,17,1.07,75.0,27.0,33,951,0.0
27,9,2021,18,1.05,74.0,26.0,35,951,0.0
27,9,2021,19,0.81,146.0,25.8,35,951,0.0
27,9,2021,20,0.64,206.0,24.5,39,950,0.0
27,9,2021,21,0.51,249.0,21.9,46,951,0.0
27,9,2021,22,0.51,230.0,20.3,48,951,0.0
27,9,2021,23,0.51,223.0,19.5,51,951,0.0
27,9,2021,24,0.56,233.0,18.7,55,952,0.0
27,10,2019,1,0.6,59.0,12.5,74,951,0.0
27,10,2019,2,0.57,47.0,12.1,75,951,0.0
27,10,2019,3,0.55,62.0,11.1,79,951,0.0
27,10,2019,4,0.51,73.0,10.0,83,950,0.0
27,10,2019,5,0.55,206.0,9.7,84,950,0.0
27,10,2019,6,0.53,77.0,9.4,85,950,0.0
27,10,2019,7,0.56,38.0,9.1,85,950,0.0
27,10,2019,8,0.53,77.0,8.6,85,951,0.0
27,10,2019,9,0.64,72.0,9.0,85,951,0.0
27,10,2019,10,0.66,66.0,12.9,71,952,0.0
27,10,2019,11,1.06,67.0,16.3,59,952,0.0
27,10,2019,12,0.76,121.0,19.7,51,952,0.0
27,10,2019,13,0.97,83.0,20.9,48,951,0.0
27,10,2019,14,1.14,167.0,22.2,43,950,0.0
27,10,2019,15,0.93,181.0,22.9,42,949,0.0
27,10,2019,16,0.94,145.0,21.8,44,949,0.0
27,10,2019,17,0.69,127.0,21.9,44,949,0.0
27,10,2019,18,0.51,344.0,20.7,51,949,0.0
27,10,2019,19,0.5,223.0,18.7,63,949,0.0
27,10,2019,20,0.51,48.0,17.7,66,949,0.0
27,10,2019,21,0.56,62.0,17.6,64,949,0.0
27,10,2019,22,0.54,48.0,16.6,68,949,0.0
27,10,2019,23,0.56,89.0,15.4,73,949,0.0
27,10,2019,24,0.55,33.0,15.1,72,949,0.0
27,10,2020,1,0.95,228.0,9.2,60,950,0.0
27,10,2020,2,0.79,231.0,9.2,63,950,0.0
27,10,2020,3,0.78,243.0,9.1,64,949,0.0
27,10,2020,4,0.88,213.0,8.4,67,949,0.0
27,10,2020,5,0.72,194.0,8.0,69,949,0.0
27,10,2020,6,0.64,202.0,7.3,74,949,0.0
27,10,2020,7,0.62,196.0,7.5,73,949,0.0
27,10,2020,8,0.54,217.0,7.4,74,949,0.0
27,10,2020,9,0.7,201.0,7.7,75,949,0.0
27,10,2020,10,1.23,219.0,10.4,63,950,0.0
27,10,2020,11,1.44,224.0,13.0,55,950,0.0
27,10,2020,12,1.66,219.0,14.5,51,949,0.0
27,10,2020,13,1.63,199.0,15.5,49,949,0.0
27,10,2020,14,1.92,205.0,15.5,46,949,0.0
27,10,2020,15,1.82,208.0,16.1,48,948,0.0
27,10,2020,16,1.98,206.0,15.7,50,948,0.0
27,10,2020,17,1.75,203.0,14.5,55,948,0.0
27,10,2020,18,1.5,200.0,13.8,56,948,0.0
27,10,2020,19,1.23,211.0,12.8,64,949,0.0
27,10,2020,20,1.21,216.0,12.6,68,949,0.0
27,10,2020,21,1.15,189.0,12.2,72,949,0.0
27,10,2020,22,0.74,78.0,11.8,74,949,0.0
27,10,2020,23,0.67,70.0,11.3,78,950,0.0
27,10,2020,24,0.57,6.0,11.3,79,950,0.0
27,11,2019,1,2.5,224.0,12.1,90,939,0.0
27,11,2019,2,2.23,232.0,12.0,90,939,0.0
27,11,2019,3,2.01,225.0,11.8,92,939,0.0
27,11,2019,4,2.07,223.0,11.6,94,939,0.0
27,11,2019,5,1.65,237.0,11.4,93,940,0.0
27,11,2019,6,1.4,234.0,11.2,92,940,0.0
27,11,2019,7,1.19,246.0,11.0,91,940,0.0
27,11,2019,8,1.23,230.0,10.3,91,941,0.0
27,11,2019,9,1.23,233.0,9.9,91,942,0.1
27,11,2019,10,1.64,233.0,10.3,89,942,0.0
27,11,2019,11,1.9,226.0,11.3,83,943,0.0
27,11,2019,12,1.93,238.0,12.7,75,943,0.0
27,11,2019,13,2.04,229.0,12.9,71,943,0.0
27,11,2019,14,2.33,223.0,13.8,65,942,0.0
27,11,2019,15,2.56,223.0,14.0,63,942,0.0
27,11,2019,16,2.86,221.0,13.9,61,942,0.0
27,11,2019,17,2.18,235.0,13.4,64,942,0.0
27,11,2019,18,2.05,228.0,12.4,70,942,0.0
27,11,2019,19,1.78,233.0,12.0,74,943,0.0
27,11,2019,20,1.75,246.0,11.6,78,943,0.0
27,11,2019,21,1.87,230.0,11.2,78,943,0.0
27,11,2019,22,1.82,223.0,10.9,80,943,0.0
27,11,2019,23,1.77,241.0,10.5,81,944,0.0
27,11,2019,24,1.31,237.0,10.0,85,944,0.0
27,11,2020,1,0.56,20.0,11.6,78,941,0.1
27,11,2020,2,0.54,258.0,11.2,79,941,0.1
27,11,2020,3,0.54,224.0,10.6,80,940,0.1
27,11,2020,4,0.5,125.0,10.1,82,940,0.0
27,11,2020,5,0.56,246.0,9.8,81,940,0.1
27,11,2020,6,0.65,302.0,10.0,79,939,0.1
27,11,2020,7,0.79,75.0,10.6,76,939,0.0
27,11,2020,8,0.76,248.0,10.7,78,939,0.1
27,11,2020,9,1.09,56.0,11.1,73,939,0.0
27,11,2020,10,1.66,64.0,11.6,71,939,0.1
27,11,2020,11,1.91,62.0,11.4,77,940,0.1
27,11,2020,12,1.7,67.0,10.4,85,940,0.0
27,11,2020,13,0.9,56.0,10.1,89,940,0.1
27,11,2020,14,0.76,75.0,9.6,90,939,0.0
27,11,2020,15,0.96,71.0,9.2,90,938,0.1
27,11,2020,16,0.63,51.0,9.7,91,938,0.1
27,11,2020,17,0.85,132.0,9.7,93,937,0.0
27,11,2020,18,0.65,73.0,9.6,94,937,0.1
27,11,2020,19,1.18,60.0,9.4,91,937,0.1
27,11,2020,20,0.62,240.0,9.6,92,937,0.0
27,11,2020,21,0.56,61.0,9.5,93,937,0.1
27,11,2020,22,0.92,60.0,9.7,90,937,0.0
27,11,2020,23,0.51,225.0,8.6,93,937,0.1
27,11,2020,24,0.56,202.0,8.6,93,936,0.0
27,12,2019,1,0.54,258.0,6.8,81,958,0.0
27,12,2019,2,0.56,111.0,6.0,84,958,0.0
27,12,2019,3,0.55,283.0,6.2,81,958,0.0
27,12,2019,4,0.61,139.0,5.4,83,958,0.0
27,12,2019,5,0.59,83.0,4.2,85,958,0.0
27,12,2019,6,0.63,70.0,3.8,85,958,0.0
27,12,2019,7,0.72,66.0,3.5,86,958,0.0
27,12,2019,8,0.57,67.0,3.2,86,958,0.0
27,12,2019,9,0.62,96.0,2.9,83,958,0.0
27,12,2019,10,0.65,13.0,3.9,75,959,0.0
27,12,2019,11,0.68,284.0,7.2,61,959,0.0
27,12,2019,12,0.8,133.0,10.1,49,959,0.0
27,12,2019,13,0.84,96.0,12.3,42,959,0.0
27,12,2019,14,0.9,94.0,14.6,39,958,0.0
27,12,2019,15,0.83,90.0,16.5,37,958,0.0
27,12,2019,16,0.89,90.0,16.7,38,957,0.0
27,12,2019,17,0.74,97.0,18.3,34,957,0.0
27,12,2019,18,0.52,213.0,16.4,39,957,0.0
27,12,2019,19,0.5,272.0,11.1,58,957,0.0
27,12,2019,20,0.64,78.0,9.9,59,958,0.0
27,12,2019,21,0.83,62.0,8.1,60,958,0.0
27,12,2019,22,0.78,74.0,6.9,66,958,0.0
27,12,2019,23,0.74,67.0,5.6,72,958,0.0
27,12,2019,24,0.62,90.0,4.9,74,958,0.0
27,12,2020,1,0.69,37.0,1.7,77,952,0.0
27,12,2020,2,0.59,69.0,0.4,80,951,0.0
27,12,2020,3,0.53,193.0,-0.1,85,950,0.0
27,12,2020,4,0.54,72.0,-0.4,87,950,0.0
27,12,2020,5,0.62,56.0,-0.6,84,949,0.0
27,12,2020,6,0.64,44.0,-1.1,85,948,0.0
27,12,2020,7,0.61,81.0,-1.4,85,948,0.0
27,12,2020,8,0.51,248.0,-1.7,86,947,0.0
27,12,2020,9,0.52,230.0,-1.8,89,947,0.0
27,12,2020,10,0.63,90.0,-0.2,85,947,0.0
27,12,2020,11,0.93,100.0,2.2,74,946,0.0
27,12,2020,12,1.2,135.0,4.3,66,946,0.0
27,12,2020,13,1.36,201.0,5.4,61,945,0.0
27,12,2020,14,1.55,210.0,7.3,55,943,0.0
27,12,2020,15,1.98,215.0,7.4,54,942,0.0
27,12,2020,16,2.41,208.0,7.2,55,940,0.0
27,12,2020,17,2.81,227.0,6.4,56,939,0.0
27,12,2020,18,3.12,227.0,5.9,59,938,0.0
27,12,2020,19,2.21,227.0,5.1,63,937,0.0
27,12,2020,20,1.57,168.0,4.7,65,936,0.0
27,12,2020,21,1.58,198.0,4.2,73,936,0.0
27,12,2020,22,1.81,211.0,4.4,75,935,0.0
27,12,2020,23,2.88,211.0,4.5,81,934,0.0
27,12,2020,24,3.75,217.0,5.1,84,932,0.0
28,1,2019,1,2.12,278.0,7.1,51,947,0.0
28,1,2019,2,1.76,306.0,6.7,54,947,0.0
28,1,2019,3,1.8,299.0,6.5,52,946,0.0
28,1,2019,4,1.44,267.0,6.4,48,946,0.0
28,1,2019,5,1.64,289.0,6.4,50,947,0.0
28,1,2019,6,1.38,284.0,6.2,55,946,0.0
28,1,2019,7,1.5,254.0,5.6,56,946,0.0
28,1,2019,8,1.14,233.0,4.7,61,946,0.0
28,1,2019,9,1.45,240.0,5.1,65,946,0.0
28,1,2019,10,1.37,223.0,6.3,63,947,0.0
28,1,2019,11,1.65,223.0,9.2,57,946,0.0
28,1,2019,12,2.85,242.0,10.6,53,946,0.0
28,1,2019,13,3.21,238.0,11.9,49,946,0.0
28,1,2019,14,2.83,261.0,13.6,42,945,0.0
28,1,2019,15,3.5,254.0,13.7,44,944,0.0
28,1,2019,16,3.06,249.0,13.8,44,944,0.0
28,1,2019,17,2.37,270.0,14.6,40,944,0.0
28,1,2019,18,2.09,278.0,13.9,41,945,0.0
28,1,2019,19,2.37,254.0,11.7,52,945,0.0
28,1,2019,20,2.21,277.0,10.8,57,946,0.0
28,1,2019,21,2.39,282.0,11.0,52,946,0.0
28,1,2019,22,2.32,283.0,10.5,50,946,0.0
28,1,2019,23,2.26,257.0,9.9,48,946,0.0
28,1,2019,24,2.07,263.0,9.4,51,946,0.0
28,1,2020,1,1.81,0.0,8.2,97,951,0.0
28,1,2020,2,1.93,0.0,8.5,97,951,0.0
28,1,2020,3,2.35,0.0,8.7,96,951,0.0
28,1,2020,4,1.93,0.0,8.7,96,950,0.0
28,1,2020,5,2.22,0.0,8.9,96,950,0.0
28,1,2020,6,2.35,0.0,9.4,94,950,0.0
28,1,2020,7,2.24,0.0,9.5,95,950,0.0
28,1,2020,8,1.97,0.0,9.7,92,950,0.0
28,1,2020,9,2.19,0.0,9.9,91,951,0.0
28,1,2020,10,2.24,0.0,10.1,93,951,0.0
28,1,2020,11,2.03,222.0,10.6,92,952,0.0
28,1,2020,12,2.13,227.0,11.4,89,952,0.0
28,1,2020,13,2.56,228.0,12.0,86,952,0.0
28,1,2020,14,2.52,234.0,12.6,83,951,0.0
28,1,2020,15,2.85,230.0,12.8,81,951,0.0
28,1,2020,16,2.79,237.0,12.5,85,950,0.0
28,1,2020,17,2.9,230.0,12.4,85,950,0.0
28,1,2020,18,2.6,234.0,12.2,84,951,0.0
28,1,2020,19,2.12,234.0,11.5,86,951,0.0
28,1,2020,20,1.86,237.0,11.2,89,951,0.0
28,1,2020,21,1.83,230.0,11.2,89,951,0.0
28,1,2020,22,1.88,237.0,11.1,91,952,0.0
28,1,2020,23,2.05,245.0,11.1,91,952,0.0
28,1,2020,24,2.02,234.0,11.1,92,952,0.0
28,1,2021,1,0.67,227.0,11.1,96,955,0.0
28,1,2021,2,0.58,70.0,11.0,96,955,0.0
28,1,2021,3,0.64,30.0,11.0,96,955,0.0
28,1,2021,4,0.59,105.0,10.9,96,954,0.0
28,1,2021,5,0.71,185.0,10.4,97,954,0.0
28,1,2021,6,0.6,205.0,10.4,97,954,0.0
28,1,2021,7,0.62,171.0,10.6,97,954,0.0
28,1,2021,8,0.62,210.0,10.6,96,954,0.0
28,1,2021,9,0.61,149.0,10.7,96,954,0.0
28,1,2021,10,0.72,174.0,10.4,96,955,0.0
28,1,2021,11,0.67,21.0,11.0,94,955,0.0
28,1,2021,12,0.71,126.0,11.4,92,955,0.0
28,1,2021,13,0.75,179.0,12.0,89,955,0.0
28,1,2021,14,0.89,216.0,12.4,88,955,0.0
28,1,2021,15,1.04,206.0,12.4,87,954,0.0
28,1,2021,16,0.97,180.0,12.1,89,953,0.0
28,1,2021,17,0.79,205.0,12.1,89,953,0.0
28,1,2021,18,0.61,165.0,12.6,87,953,0.0
28,1,2021,19,0.7,173.0,12.3,87,953,0.0
28,1,2021,20,0.62,163.0,12.0,88,953,0.0
28,1,2021,21,0.59,184.0,12.0,88,953,0.0
28,1,2021,22,0.66,220.0,11.8,88,953,0.0
28,1,2021,23,0.68,253.0,11.5,88,953,0.0
28,1,2021,24,0.74,201.0,10.9,89,953,0.0
28,2,2019,1,0.59,65.0,9.8,45,957,0.0
28,2,2019,2,0.63,65.0,8.5,49,957,0.0
28,2,2019,3,0.74,62.0,6.7,54,957,0.0
28,2,2019,4,0.81,77.0,5.3,60,957,0.0
28,2,2019,5,0.62,48.0,4.9,61,956,0.0
28,2,2019,6,0.69,70.0,4.2,64,957,0.0
28,2,2019,7,0.67,28.0,3.8,65,957,0.0
28,2,2019,8,0.66,1.0,3.7,66,957,0.0
28,2,2019,9,0.68,4.0,4.0,65,958,0.0
28,2,2019,10,0.66,54.0,9.0,49,958,0.0
28,2,2019,11,0.77,82.0,12.7,39,958,0.0
28,2,2019,12,0.91,117.0,15.5,33,958,0.0
28,2,2019,13,0.92,96.0,17.4,30,958,0.0
28,2,2019,14,1.05,171.0,18.9,27,957,0.0
28,2,2019,15,1.24,73.0,20.0,24,956,0.0
28,2,2019,16,1.06,170.0,19.2,25,955,0.0
28,2,2019,17,0.96,246.0,19.7,25,955,0.0
28,2,2019,18,1.07,278.0,19.1,26,955,0.0
28,2,2019,19,0.75,239.0,18.2,31,955,0.0
28,2,2019,20,0.51,205.0,16.0,37,955,0.0
28,2,2019,21,0.56,263.0,14.7,41,955,0.0
28,2,2019,22,0.58,14.0,14.2,45,955,0.0
28,2,2019,23,0.58,284.0,13.1,49,955,0.0
28,2,2019,24,0.7,78.0,11.6,53,955,0.0
28,2,2020,1,0.84,161.0,12.1,45,952,0.0
28,2,2020,2,0.85,265.0,12.1,45,953,0.0
28,2,2020,3,0.89,221.0,11.4,49,952,0.0
28,2,2020,4,1.17,257.0,11.2,54,952,0.0
28,2,2020,5,0.77,29.0,10.3,58,952,0.0
28,2,2020,6,0.69,72.0,9.0,61,951,0.0
28,2,2020,7,0.64,34.0,7.8,65,951,0.0
28,2,2020,8,0.59,194.0,6.9,69,951,0.0
28,2,2020,9,0.58,211.0,6.8,68,952,0.0
28,2,2020,10,0.72,21.0,9.8,58,952,0.0
28,2,2020,11,1.05,72.0,12.4,50,952,0.0
28,2,2020,12,1.29,67.0,14.0,46,952,0.0
28,2,2020,13,1.19,66.0,16.0,41,951,0.0
28,2,2020,14,1.17,156.0,18.0,34,951,0.0
28,2,2020,15,1.51,130.0,18.2,32,949,0.0
28,2,2020,16,1.26,118.0,19.3,31,948,0.0
28,2,2020,17,1.36,214.0,19.7,28,947,0.0
28,2,2020,18,1.39,178.0,18.6,31,947,0.0
28,2,2020,19,0.97,200.0,17.5,34,946,0.0
28,2,2020,20,0.51,210.0,15.9,39,946,0.0
28,2,2020,21,0.5,234.0,14.3,44,946,0.0
28,2,2020,22,0.52,76.0,13.3,47,946,0.0
28,2,2020,23,0.73,70.0,12.3,52,945,0.0
28,2,2020,24,0.57,82.0,10.9,56,945,0.0
28,2,2021,1,0.64,305.0,10.0,62,950,0.0
28,2,2021,2,0.61,60.0,9.3,65,950,0.0
28,2,2021,3,0.55,97.0,8.7,68,950,0.0
28,2,2021,4,0.66,78.0,8.8,63,950,0.0
28,2,2021,5,0.55,43.0,8.1,62,950,0.0
28,2,2021,6,0.65,82.0,6.5,70,950,0.0
28,2,2021,7,1.02,69.0,6.1,71,950,0.0
28,2,2021,8,0.92,77.0,6.1,75,950,0.0
28,2,2021,9,1.29,63.0,6.6,76,950,0.0
28,2,2021,10,2.06,63.0,7.7,71,951,0.0
28,2,2021,11,2.23,76.0,9.2,63,951,0.0
28,2,2021,12,2.21,70.0,10.3,60,950,0.0
28,2,2021,13,2.01,69.0,11.3,59,950,0.0
28,2,2021,14,1.98,64.0,12.7,55,949,0.0
28,2,2021,15,1.57,94.0,14.1,51,948,0.0
28,2,2021,16,1.81,103.0,15.1,48,947,0.0
28,2,2021,17,1.8,106.0,15.0,47,947,0.0
28,2,2021,18,2.22,98.0,14.5,47,947,0.0
28,2,2021,19,2.05,123.0,13.5,49,947,0.0
28,2,2021,20,1.83,93.0,11.9,56,948,0.0
28,2,2021,21,1.45,90.0,10.9,61,948,0.0
28,2,2021,22,1.56,100.0,10.3,65,949,0.0
28,2,2021,23,1.91,92.0,9.8,69,949,0.0
28,2,2021,24,1.59,100.0,9.3,70,950,0.0
28,3,2019,1,2.26,67.0,12.2,24,954,0.0
28,3,2019,2,0.66,83.0,11.0,29,954,0.0
28,3,2019,3,1.13,63.0,9.8,31,954,0.0
28,3,2019,4,1.44,73.0,9.9,30,954,0.0
28,3,2019,5,1.73,69.0,8.9,32,955,0.0
28,3,2019,6,1.76,59.0,7.8,35,955,0.0
28,3,2019,7,1.21,74.0,7.7,36,955,0.0
28,3,2019,8,0.8,67.0,7.0,39,956,0.0
28,3,2019,9,0.83,307.0,9.3,35,956,0.0
28,3,2019,10,1.25,78.0,11.7,29,956,0.0
28,3,2019,11,1.41,77.0,13.1,27,956,0.0
28,3,2019,12,1.23,88.0,15.1,23,956,0.0
28,3,2019,13,1.24,116.0,16.4,19,955,0.0
28,3,2019,14,1.44,337.0,16.8,19,955,0.0
28,3,2019,15,1.28,90.0,18.4,17,954,0.0
28,3,2019,16,1.27,160.0,19.4,16,953,0.0
28,3,2019,17,1.32,125.0,19.6,15,952,0.0
28,3,2019,18,1.43,223.0,19.6,15,952,0.0
28,3,2019,19,1.04,200.0,18.6,16,952,0.0
28,3,2019,20,0.63,140.0,16.8,21,952,0.0
28,3,2019,21,0.51,227.0,14.7,27,952,0.0
28,3,2019,22,0.51,236.0,13.3,31,953,0.0
28,3,2019,23,0.66,306.0,12.8,29,953,0.0
28,3,2019,24,0.55,78.0,11.4,33,953,0.0
28,3,2020,1,0.66,41.0,5.4,78,945,0.0
28,3,2020,2,0.69,282.0,4.9,78,945,0.0
28,3,2020,3,0.74,291.0,4.2,79,945,0.0
28,3,2020,4,0.66,77.0,3.7,80,945,0.0
28,3,2020,5,0.59,63.0,3.3,81,945,0.0
28,3,2020,6,0.61,70.0,3.0,81,946,0.0
28,3,2020,7,0.67,18.0,2.2,84,946,0.0
28,3,2020,8,0.69,15.0,2.0,83,946,0.0
28,3,2020,9,0.68,49.0,6.0,66,947,0.0
28,3,2020,10,1.13,29.0,9.5,53,947,0.0
28,3,2020,11,1.29,64.0,10.9,48,947,0.0
28,3,2020,12,1.42,90.0,12.4,36,948,0.0
28,3,2020,13,1.41,77.0,13.4,27,947,0.0
28,3,2020,14,1.59,63.0,14.4,29,947,0.0
28,3,2020,15,1.53,45.0,15.2,31,947,0.0
28,3,2020,16,1.5,90.0,16.0,30,946,0.0
28,3,2020,17,1.26,53.0,16.4,29,946,0.0
28,3,2020,18,1.31,78.0,16.8,29,946,0.0
28,3,2020,19,1.04,205.0,15.7,31,946,0.0
28,3,2020,20,0.84,201.0,13.8,38,946,0.0
28,3,2020,21,0.58,209.0,12.2,44,947,0.0
28,3,2020,22,0.51,223.0,11.5,46,947,0.0
28,3,2020,23,0.57,257.0,10.6,49,948,0.0
28,3,2020,24,0.59,271.0,10.3,50,948,0.0
28,3,2021,1,0.57,124.0,11.4,69,956,0.0
28,3,2021,2,0.61,58.0,11.1,70,956,0.0
28,3,2021,3,0.0,0.0,0.0,0,0,0.0
28,3,2021,4,0.58,115.0,10.3,71,956,0.0
28,3,2021,5,0.76,33.0,8.3,77,956,0.0
28,3,2021,6,0.61,77.0,7.9,79,955,0.0
28,3,2021,7,0.66,19.0,7.7,79,955,0.0
28,3,2021,8,0.56,21.0,7.4,80,956,0.0
28,3,2021,9,0.61,39.0,7.3,80,956,0.0
28,3,2021,10,0.65,325.0,9.9,69,956,0.0
28,3,2021,11,1.43,66.0,12.9,59,957,0.0
28,3,2021,12,1.68,78.0,14.7,50,957,0.0
28,3,2021,13,1.76,78.0,16.3,41,957,0.0
28,3,2021,14,2.13,70.0,17.2,39,957,0.0
28,3,2021,15,1.98,81.0,18.6,35,956,0.0
28,3,2021,16,1.88,67.0,19.7,30,955,0.0
28,3,2021,17,1.63,60.0,20.7,29,954,0.0
28,3,2021,18,1.75,52.0,22.2,25,954,0.0
28,3,2021,19,1.99,60.0,21.9,26,954,0.0
28,3,2021,20,1.58,74.0,21.3,27,954,0.0
28,3,2021,21,1.53,98.0,19.5,31,954,0.0
28,3,2021,22,1.37,89.0,17.6,35,955,0.0
28,3,2021,23,1.64,91.0,16.6,36,955,0.0
28,3,2021,24,1.31,114.0,15.7,37,956,0.0
28,4,2019,1,0.64,1.0,15.0,57,954,0.0
28,4,2019,2,0.59,299.0,14.9,58,954,0.0
28,4,2019,3,0.7,88.0,14.9,60,953,0.0
28,4,2019,4,0.66,78.0,14.1,64,953,0.0
28,4,2019,5,0.61,286.0,12.6,70,953,0.0
28,4,2019,6,0.72,308.0,11.9,72,953,0.0
28,4,2019,7,0.6,289.0,11.4,74,953,0.0
28,4,2019,8,0.59,284.0,11.4,75,953,0.0
28,4,2019,9,0.68,277.0,14.2,63,953,0.0
28,4,2019,10,1.32,69.0,16.0,56,953,0.0
28,4,2019,11,1.13,90.0,18.3,49,953,0.0
28,4,2019,12,1.12,8.0,19.9,43,952,0.0
28,4,2019,13,1.15,287.0,21.6,40,952,0.0
28,4,2019,14,1.46,74.0,22.2,37,951,0.0
28,4,2019,15,1.32,175.0,23.2,34,951,0.0
28,4,2019,16,1.47,97.0,23.9,31,950,0.0
28,4,2019,17,1.23,111.0,25.1,28,949,0.0
28,4,2019,18,1.16,122.0,25.8,26,948,0.0
28,4,2019,19,0.98,192.0,26.1,25,948,0.0
28,4,2019,20,0.89,223.0,25.1,26,948,0.0
28,4,2019,21,0.66,160.0,22.9,30,948,0.0
28,4,2019,22,0.51,223.0,20.2,38,948,0.0
28,4,2019,23,0.54,323.0,18.6,44,948,0.0
28,4,2019,24,0.74,311.0,18.5,47,948,0.0
28,4,2020,1,1.06,203.0,11.0,78,943,0.0
28,4,2020,2,1.3,231.0,11.0,73,943,0.0
28,4,2020,3,1.42,230.0,10.6,74,943,0.0
28,4,2020,4,0.83,176.0,10.1,77,943,0.0
28,4,2020,5,1.12,222.0,9.6,81,943,0.0
28,4,2020,6,0.71,144.0,9.2,84,943,0.0
28,4,2020,7,0.59,51.0,8.9,87,943,0.0
28,4,2020,8,0.61,138.0,9.0,88,944,0.0
28,4,2020,9,0.92,150.0,9.0,88,944,0.0
28,4,2020,10,1.14,223.0,10.9,79,945,0.0
28,4,2020,11,1.41,224.0,12.6,68,945,0.0
28,4,2020,12,1.76,213.0,13.8,54,945,0.0
28,4,2020,13,1.67,207.0,15.3,47,945,0.0
28,4,2020,14,1.68,197.0,14.8,49,945,0.0
28,4,2020,15,1.69,213.0,17.0,44,945,0.0
28,4,2020,16,1.96,217.0,17.6,40,945,0.0
28,4,2020,17,1.71,212.0,17.5,41,944,0.0
28,4,2020,18,1.97,210.0,18.6,39,944,0.0
28,4,2020,19,1.91,212.0,17.5,44,944,0.0
28,4,2020,20,2.4,215.0,16.3,48,945,0.0
28,4,2020,21,2.18,230.0,15.3,52,945,0.0
28,4,2020,22,1.85,233.0,14.4,55,946,0.0
28,4,2020,23,1.25,242.0,13.6,57,947,0.0
28,4,2020,24,1.25,236.0,12.9,60,947,0.0
28,4,2021,1,0.59,59.0,12.7,85,937,0.1
28,4,2021,2,0.52,228.0,12.0,90,936,0.0
28,4,2021,3,0.54,214.0,11.4,91,936,0.0
28,4,2021,4,0.51,237.0,10.8,93,936,0.0
28,4,2021,5,0.53,194.0,10.6,94,936,0.0
28,4,2021,6,0.54,221.0,10.7,94,936,0.1
28,4,2021,7,0.53,243.0,10.9,94,936,0.0
28,4,2021,8,0.57,57.0,11.5,92,936,0.0
28,4,2021,9,0.74,81.0,11.7,90,936,0.0
28,4,2021,10,0.86,77.0,12.2,88,936,0.0
28,4,2021,11,0.88,93.0,13.5,84,937,0.0
28,4,2021,12,0.99,139.0,14.4,83,937,0.1
28,4,2021,13,1.25,201.0,15.7,76,937,0.0
28,4,2021,14,1.47,220.0,17.7,64,936,0.0
28,4,2021,15,1.88,201.0,19.1,55,936,0.0
28,4,2021,16,2.2,207.0,18.9,53,936,0.0
28,4,2021,17,1.87,167.0,18.9,54,935,0.0
28,4,2021,18,2.13,215.0,20.3,45,935,0.0
28,4,2021,19,2.22,210.0,19.6,45,935,0.0
28,4,2021,20,1.96,214.0,18.5,47,935,0.0
28,4,2021,21,1.67,198.0,16.8,50,935,0.0
28,4,2021,22,1.32,200.0,15.6,55,935,0.0
28,4,2021,23,1.31,234.0,14.6,62,936,0.0
28,4,2021,24,1.56,219.0,13.8,66,937,0.0
28,5,2019,1,2.44,68.0,20.2,43,944,0.0
28,5,2019,2,2.02,78.0,18.4,47,944,0.0
28,5,2019,3,1.78,83.0,17.1,51,944,0.0
28,5,2019,4,1.75,76.0,16.1,55,944,0.0
28,5,2019,5,1.27,86.0,15.4,58,944,0.0
28,5,2019,6,1.29,73.0,14.7,59,944,0.0
28,5,2019,7,1.32,82.0,14.1,60,945,0.0
28,5,2019,8,1.47,74.0,14.2,56,945,0.0
28,5,2019,9,1.48,77.0,15.3,51,946,0.0
28,5,2019,10,1.71,74.0,16.7,44,946,0.0
28,5,2019,11,1.58,318.0,18.4,41,946,0.0
28,5,2019,12,1.35,73.0,20.1,37,946,0.0
28,5,2019,13,1.09,223.0,22.5,32,946,0.0
28,5,2019,14,1.39,298.0,24.0,25,946,0.0
28,5,2019,15,1.3,263.0,25.3,22,946,0.0
28,5,2019,16,1.26,337.0,26.7,19,945,0.0
28,5,2019,17,2.21,76.0,26.2,17,945,0.0
28,5,2019,18,2.09,78.0,26.7,17,945,0.0
28,5,2019,19,1.61,206.0,27.7,19,945,0.0
28,5,2019,20,1.44,116.0,25.0,23,946,0.0
28,5,2019,21,1.41,199.0,22.3,23,946,0.0
28,5,2019,22,1.26,160.0,20.7,26,947,0.0
28,5,2019,23,1.23,125.0,19.6,31,948,0.0
28,5,2019,24,1.8,78.0,18.4,35,949,0.0
28,5,2020,1,0.98,92.0,21.4,43,954,0.0
28,5,2020,2,0.81,171.0,20.5,47,954,0.0
28,5,2020,3,0.66,121.0,19.6,52,954,0.0
28,5,2020,4,0.72,55.0,19.1,52,954,0.0
28,5,2020,5,0.96,73.0,18.3,51,954,0.0
28,5,2020,6,1.06,69.0,17.9,47,954,0.0
28,5,2020,7,1.02,53.0,17.8,46,954,0.0
28,5,2020,8,1.17,61.0,18.7,44,954,0.0
28,5,2020,9,1.9,60.0,19.9,41,954,0.0
28,5,2020,10,1.94,59.0,20.9,40,954,0.0
