DIA,MES,ANO,HORA,CO,NO,NO2,PM2.5,PM10,NOx,O3,fechaH,fecha
22,9,2021,24,0.1,5.0,25.0,3.0,5.0,32.0,,2021-09-22 23:00:00,2021-09-22
22,10,2019,1,0.3,31.0,68.0,8.0,12.0,116.0,3.41,2019-10-22 00:00:00,2019-10-22
22,10,2019,2,0.3,25.0,59.0,9.0,13.0,97.0,4.02,2019-10-22 01:00:00,2019-10-22
22,10,2019,3,0.2,16.0,51.0,8.0,11.0,75.0,5.71,2019-10-22 02:00:00,2019-10-22
22,10,2019,4,0.1,7.0,27.0,3.0,6.0,37.0,28.38,2019-10-22 03:00:00,2019-10-22
22,10,2019,5,0.1,6.0,19.0,2.0,4.0,27.0,36.5,2019-10-22 04:00:00,2019-10-22
22,10,2019,6,0.1,9.0,27.0,6.0,8.0,40.0,32.65,2019-10-22 05:00:00,2019-10-22
22,10,2019,7,0.2,18.0,35.0,5.0,7.0,63.0,30.33,2019-10-22 06:00:00,2019-10-22
22,10,2019,8,0.2,25.0,50.0,2.0,3.0,89.0,17.61,2019-10-22 07:00:00,2019-10-22
22,10,2019,9,0.3,39.0,69.0,7.0,10.0,130.0,8.5,2019-10-22 08:00:00,2019-10-22
22,10,2019,10,0.3,50.0,68.0,9.0,14.0,144.0,13.75,2019-10-22 09:00:00,2019-10-22
22,10,2019,11,0.2,40.0,61.0,8.0,13.0,123.0,21.71,2019-10-22 10:00:00,2019-10-22
22,10,2019,12,0.2,53.0,63.0,13.0,18.0,144.0,20.96,2019-10-22 11:00:00,2019-10-22
22,10,2019,13,0.2,55.0,62.0,10.0,16.0,147.0,23.3,2019-10-22 12:00:00,2019-10-22
22,10,2019,14,0.2,56.0,66.0,10.0,15.0,152.0,23.18,2019-10-22 13:00:00,2019-10-22
22,10,2019,15,0.2,40.0,64.0,8.0,11.0,125.0,25.93,2019-10-22 14:00:00,2019-10-22
22,10,2019,16,0.2,46.0,67.0,9.0,11.0,138.0,30.49,2019-10-22 15:00:00,2019-10-22
22,10,2019,17,0.3,55.0,77.0,9.0,11.0,162.0,24.67,2019-10-22 16:00:00,2019-10-22
22,10,2019,18,0.3,54.0,86.0,8.0,11.0,169.0,18.68,2019-10-22 17:00:00,2019-10-22
22,10,2019,19,0.3,43.0,68.0,7.0,10.0,133.0,21.72,2019-10-22 18:00:00,2019-10-22
22,10,2019,20,0.4,44.0,63.0,9.0,11.0,131.0,12.29,2019-10-22 19:00:00,2019-10-22
22,10,2019,21,0.4,83.0,79.0,11.0,13.0,206.0,4.4,2019-10-22 20:00:00,2019-10-22
22,10,2019,22,0.3,49.0,72.0,15.0,17.0,148.0,4.85,2019-10-22 21:00:00,2019-10-22
22,10,2019,23,0.2,38.0,62.0,11.0,13.0,120.0,5.43,2019-10-22 22:00:00,2019-10-22
22,10,2019,24,0.2,25.0,57.0,9.0,11.0,94.0,8.67,2019-10-22 23:00:00,2019-10-22
22,10,2020,1,0.2,29.0,43.0,6.0,9.0,87.0,29.84,2020-10-22 00:00:00,2020-10-22
22,10,2020,2,0.2,30.0,38.0,8.0,11.0,84.0,32.75,2020-10-22 01:00:00,2020-10-22
22,10,2020,3,0.2,33.0,35.0,5.0,9.0,86.0,28.09,2020-10-22 02:00:00,2020-10-22
22,10,2020,4,0.2,36.0,32.0,6.0,8.0,87.0,24.51,2020-10-22 03:00:00,2020-10-22
22,10,2020,5,0.2,33.0,30.0,4.0,7.0,80.0,23.18,2020-10-22 04:00:00,2020-10-22
22,10,2020,6,0.2,35.0,35.0,7.0,10.0,89.0,18.01,2020-10-22 05:00:00,2020-10-22
22,10,2020,7,0.2,44.0,43.0,10.0,14.0,111.0,13.1,2020-10-22 06:00:00,2020-10-22
22,10,2020,8,0.3,62.0,51.0,11.0,14.0,147.0,9.99,2020-10-22 07:00:00,2020-10-22
22,10,2020,9,0.4,73.0,55.0,9.0,13.0,167.0,9.81,2020-10-22 08:00:00,2020-10-22
22,10,2020,10,0.3,66.0,57.0,10.0,14.0,157.0,11.33,2020-10-22 09:00:00,2020-10-22
22,10,2020,11,0.3,46.0,52.0,12.0,15.0,122.0,16.54,2020-10-22 10:00:00,2020-10-22
22,10,2020,12,0.3,39.0,52.0,8.0,11.0,112.0,16.44,2020-10-22 11:00:00,2020-10-22
22,10,2020,13,0.3,45.0,53.0,12.0,16.0,122.0,19.94,2020-10-22 12:00:00,2020-10-22
22,10,2020,14,0.2,35.0,49.0,14.0,20.0,102.0,22.75,2020-10-22 13:00:00,2020-10-22
22,10,2020,15,0.3,32.0,51.0,18.0,24.0,101.0,24.1,2020-10-22 14:00:00,2020-10-22
22,10,2020,16,0.3,30.0,51.0,7.0,10.0,97.0,26.15,2020-10-22 15:00:00,2020-10-22
22,10,2020,17,0.2,24.0,47.0,3.0,8.0,84.0,29.96,2020-10-22 16:00:00,2020-10-22
22,10,2020,18,0.3,24.0,48.0,10.0,15.0,85.0,31.09,2020-10-22 17:00:00,2020-10-22
22,10,2020,19,0.3,32.0,54.0,10.0,15.0,103.0,25.55,2020-10-22 18:00:00,2020-10-22
22,10,2020,20,0.3,30.0,55.0,7.0,11.0,101.0,24.05,2020-10-22 19:00:00,2020-10-22
22,10,2020,21,0.3,24.0,48.0,12.0,14.0,84.0,28.45,2020-10-22 20:00:00,2020-10-22
22,10,2020,22,0.3,34.0,53.0,15.0,17.0,104.0,21.11,2020-10-22 21:00:00,2020-10-22
22,10,2020,23,0.2,28.0,39.0,7.0,8.0,82.0,30.45,2020-10-22 22:00:00,2020-10-22
22,10,2020,24,0.2,21.0,40.0,4.0,6.0,72.0,26.98,2020-10-22 23:00:00,2020-10-22
22,11,2019,1,0.5,67.0,73.0,21.0,25.0,176.0,4.58,2019-11-22 00:00:00,2019-11-22
22,11,2019,2,0.4,26.0,63.0,22.0,26.0,103.0,5.15,2019-11-22 01:00:00,2019-11-22
22,11,2019,3,0.3,10.0,46.0,18.0,21.0,62.0,14.5,2019-11-22 02:00:00,2019-11-22
22,11,2019,4,0.2,6.0,34.0,13.0,14.0,43.0,20.66,2019-11-22 03:00:00,2019-11-22
22,11,2019,5,0.2,6.0,30.0,9.0,11.0,39.0,22.21,2019-11-22 04:00:00,2019-11-22
22,11,2019,6,0.3,11.0,41.0,7.0,9.0,58.0,13.43,2019-11-22 05:00:00,2019-11-22
22,11,2019,7,0.3,28.0,49.0,7.0,9.0,92.0,15.08,2019-11-22 06:00:00,2019-11-22
22,11,2019,8,0.5,88.0,71.0,9.0,11.0,207.0,4.97,2019-11-22 07:00:00,2019-11-22
22,11,2019,9,0.5,93.0,79.0,14.0,17.0,222.0,4.97,2019-11-22 08:00:00,2019-11-22
22,11,2019,10,0.4,62.0,69.0,13.0,16.0,164.0,8.48,2019-11-22 09:00:00,2019-11-22
22,11,2019,11,0.3,38.0,51.0,9.0,12.0,109.0,19.08,2019-11-22 10:00:00,2019-11-22
22,11,2019,12,0.3,35.0,50.0,6.0,9.0,104.0,25.62,2019-11-22 11:00:00,2019-11-22
22,11,2019,13,0.3,28.0,47.0,7.0,9.0,90.0,28.62,2019-11-22 12:00:00,2019-11-22
22,11,2019,14,0.3,38.0,58.0,9.0,11.0,116.0,23.45,2019-11-22 13:00:00,2019-11-22
22,11,2019,15,0.4,40.0,57.0,12.0,15.0,118.0,26.65,2019-11-22 14:00:00,2019-11-22
22,11,2019,16,0.4,37.0,60.0,16.0,18.0,117.0,21.82,2019-11-22 15:00:00,2019-11-22
22,11,2019,17,0.3,20.0,38.0,14.0,16.0,69.0,39.97,2019-11-22 16:00:00,2019-11-22
22,11,2019,18,0.4,18.0,43.0,13.0,15.0,70.0,37.72,2019-11-22 17:00:00,2019-11-22
22,11,2019,19,0.3,29.0,49.0,14.0,16.0,93.0,32.88,2019-11-22 18:00:00,2019-11-22
22,11,2019,20,0.4,29.0,40.0,13.0,15.0,84.0,42.59,2019-11-22 19:00:00,2019-11-22
22,11,2019,21,0.4,19.0,37.0,12.0,16.0,66.0,43.89,2019-11-22 20:00:00,2019-11-22
22,11,2019,22,0.3,13.0,32.0,10.0,14.0,52.0,48.71,2019-11-22 21:00:00,2019-11-22
22,11,2019,23,0.2,11.0,25.0,10.0,13.0,41.0,56.42,2019-11-22 22:00:00,2019-11-22
22,11,2019,24,0.2,9.0,17.0,9.0,12.0,31.0,61.54,2019-11-22 23:00:00,2019-11-22
22,11,2020,1,0.6,49.0,60.0,16.0,23.0,136.0,5.77,2020-11-22 00:00:00,2020-11-22
22,11,2020,2,0.4,18.0,49.0,16.0,21.0,77.0,5.62,2020-11-22 01:00:00,2020-11-22
22,11,2020,3,0.3,4.0,38.0,13.0,17.0,45.0,6.79,2020-11-22 02:00:00,2020-11-22
22,11,2020,4,0.3,2.0,30.0,10.0,13.0,33.0,10.99,2020-11-22 03:00:00,2020-11-22
22,11,2020,5,0.3,6.0,31.0,10.0,12.0,41.0,8.75,2020-11-22 04:00:00,2020-11-22
22,11,2020,6,0.3,12.0,33.0,12.0,15.0,52.0,6.47,2020-11-22 05:00:00,2020-11-22
22,11,2020,7,0.4,16.0,33.0,10.0,12.0,58.0,6.3,2020-11-22 06:00:00,2020-11-22
22,11,2020,8,0.4,20.0,33.0,10.0,13.0,64.0,6.0,2020-11-22 07:00:00,2020-11-22
22,11,2020,9,0.4,37.0,36.0,11.0,14.0,93.0,6.85,2020-11-22 08:00:00,2020-11-22
22,11,2020,10,0.5,60.0,43.0,12.0,17.0,135.0,9.16,2020-11-22 09:00:00,2020-11-22
22,11,2020,11,0.5,49.0,43.0,17.0,23.0,119.0,15.34,2020-11-22 10:00:00,2020-11-22
22,11,2020,12,0.4,23.0,40.0,15.0,21.0,75.0,30.53,2020-11-22 11:00:00,2020-11-22
22,11,2020,13,0.4,21.0,41.0,11.0,17.0,74.0,38.97,2020-11-22 12:00:00,2020-11-22
22,11,2020,14,0.3,15.0,34.0,12.0,17.0,56.0,50.21,2020-11-22 13:00:00,2020-11-22
22,11,2020,15,0.3,10.0,30.0,10.0,16.0,46.0,54.63,2020-11-22 14:00:00,2020-11-22
22,11,2020,16,0.3,9.0,31.0,8.0,12.0,44.0,56.95,2020-11-22 15:00:00,2020-11-22
22,11,2020,17,0.3,7.0,36.0,8.0,12.0,47.0,53.77,2020-11-22 16:00:00,2020-11-22
22,11,2020,18,0.4,30.0,69.0,10.0,15.0,114.0,24.3,2020-11-22 17:00:00,2020-11-22
22,11,2020,19,0.7,104.0,102.0,12.0,23.0,262.0,5.93,2020-11-22 18:00:00,2020-11-22
22,11,2020,20,1.1,171.0,117.0,22.0,36.0,380.0,5.92,2020-11-22 19:00:00,2020-11-22
22,11,2020,21,1.4,213.0,120.0,29.0,46.0,446.0,5.96,2020-11-22 20:00:00,2020-11-22
22,11,2020,22,0.6,45.0,72.0,23.0,36.0,140.0,5.99,2020-11-22 21:00:00,2020-11-22
22,11,2020,23,0.6,44.0,66.0,17.0,25.0,134.0,5.99,2020-11-22 22:00:00,2020-11-22
22,11,2020,24,0.6,40.0,56.0,15.0,22.0,117.0,6.1,2020-11-22 23:00:00,2020-11-22
22,12,2019,1,0.2,6.0,8.0,9.0,20.0,18.0,74.14,2019-12-22 00:00:00,2019-12-22
22,12,2019,2,0.2,6.0,6.0,8.0,19.0,15.0,75.19,2019-12-22 01:00:00,2019-12-22
22,12,2019,3,0.2,5.0,5.0,9.0,19.0,12.0,74.53,2019-12-22 02:00:00,2019-12-22
22,12,2019,4,0.2,5.0,4.0,11.0,21.0,12.0,73.99,2019-12-22 03:00:00,2019-12-22
22,12,2019,5,0.2,5.0,4.0,5.0,15.0,11.0,73.67,2019-12-22 04:00:00,2019-12-22
22,12,2019,6,0.2,4.0,4.0,6.0,16.0,11.0,72.79,2019-12-22 05:00:00,2019-12-22
22,12,2019,7,0.2,5.0,7.0,5.0,15.0,14.0,69.88,2019-12-22 06:00:00,2019-12-22
22,12,2019,8,0.2,5.0,11.0,7.0,16.0,19.0,62.86,2019-12-22 07:00:00,2019-12-22
22,12,2019,9,0.2,7.0,15.0,5.0,14.0,25.0,60.68,2019-12-22 08:00:00,2019-12-22
22,12,2019,10,0.2,7.0,14.0,4.0,13.0,24.0,62.37,2019-12-22 09:00:00,2019-12-22
22,12,2019,11,0.2,8.0,12.0,5.0,15.0,23.0,66.1,2019-12-22 10:00:00,2019-12-22
22,12,2019,12,0.2,8.0,11.0,3.0,11.0,23.0,68.58,2019-12-22 11:00:00,2019-12-22
22,12,2019,13,0.2,8.0,10.0,7.0,14.0,21.0,70.0,2019-12-22 12:00:00,2019-12-22
22,12,2019,14,0.2,9.0,12.0,5.0,11.0,26.0,68.84,2019-12-22 13:00:00,2019-12-22
22,12,2019,15,0.2,10.0,13.0,2.0,9.0,28.0,68.97,2019-12-22 14:00:00,2019-12-22
22,12,2019,16,0.2,8.0,11.0,8.0,15.0,23.0,69.42,2019-12-22 15:00:00,2019-12-22
22,12,2019,17,0.2,8.0,13.0,10.0,17.0,26.0,65.18,2019-12-22 16:00:00,2019-12-22
22,12,2019,18,0.2,9.0,21.0,3.0,8.0,34.0,57.28,2019-12-22 17:00:00,2019-12-22
22,12,2019,19,0.3,15.0,38.0,8.0,13.0,60.0,42.47,2019-12-22 18:00:00,2019-12-22
22,12,2019,20,0.3,18.0,44.0,10.0,16.0,72.0,36.33,2019-12-22 19:00:00,2019-12-22
22,12,2019,21,0.4,19.0,47.0,11.0,17.0,75.0,32.4,2019-12-22 20:00:00,2019-12-22
22,12,2019,22,0.3,8.0,25.0,11.0,15.0,37.0,59.4,2019-12-22 21:00:00,2019-12-22
22,12,2019,23,0.2,6.0,12.0,2.0,3.0,22.0,78.55,2019-12-22 22:00:00,2019-12-22
22,12,2019,24,0.2,6.0,13.0,3.0,6.0,23.0,77.87,2019-12-22 23:00:00,2019-12-22
22,12,2020,1,0.3,9.0,48.0,9.0,16.0,62.0,8.41,2020-12-22 00:00:00,2020-12-22
22,12,2020,2,0.3,6.0,46.0,14.0,19.0,55.0,7.46,2020-12-22 01:00:00,2020-12-22
22,12,2020,3,0.3,6.0,48.0,8.0,12.0,56.0,6.91,2020-12-22 02:00:00,2020-12-22
22,12,2020,4,0.3,3.0,46.0,6.0,8.0,51.0,7.96,2020-12-22 03:00:00,2020-12-22
22,12,2020,5,0.3,4.0,43.0,2.0,4.0,49.0,9.01,2020-12-22 04:00:00,2020-12-22
22,12,2020,6,0.3,8.0,40.0,8.0,10.0,51.0,9.29,2020-12-22 05:00:00,2020-12-22
22,12,2020,7,0.3,19.0,47.0,9.0,11.0,76.0,7.49,2020-12-22 06:00:00,2020-12-22
22,12,2020,8,0.5,53.0,50.0,7.0,10.0,132.0,6.93,2020-12-22 07:00:00,2020-12-22
22,12,2020,9,0.4,37.0,45.0,14.0,17.0,102.0,7.11,2020-12-22 08:00:00,2020-12-22
22,12,2020,10,0.5,59.0,48.0,10.0,14.0,138.0,7.62,2020-12-22 09:00:00,2020-12-22
22,12,2020,11,0.5,57.0,45.0,15.0,19.0,133.0,8.6,2020-12-22 10:00:00,2020-12-22
22,12,2020,12,0.4,51.0,40.0,16.0,21.0,118.0,10.02,2020-12-22 11:00:00,2020-12-22
22,12,2020,13,0.5,61.0,42.0,12.0,18.0,136.0,10.73,2020-12-22 12:00:00,2020-12-22
22,12,2020,14,0.5,61.0,43.0,16.0,22.0,137.0,11.3,2020-12-22 13:00:00,2020-12-22
22,12,2020,15,0.4,60.0,46.0,17.0,24.0,138.0,11.85,2020-12-22 14:00:00,2020-12-22
22,12,2020,16,0.4,62.0,48.0,18.0,25.0,143.0,13.22,2020-12-22 15:00:00,2020-12-22
22,12,2020,17,0.4,71.0,54.0,21.0,28.0,163.0,11.04,2020-12-22 16:00:00,2020-12-22
22,12,2020,18,0.5,94.0,61.0,18.0,26.0,205.0,7.77,2020-12-22 17:00:00,2020-12-22
22,12,2020,19,0.7,152.0,75.0,23.0,33.0,307.0,6.98,2020-12-22 18:00:00,2020-12-22
22,12,2020,20,0.6,89.0,61.0,21.0,33.0,198.0,7.03,2020-12-22 19:00:00,2020-12-22
22,12,2020,21,0.7,143.0,72.0,16.0,26.0,290.0,6.82,2020-12-22 20:00:00,2020-12-22
22,12,2020,22,0.6,131.0,68.0,21.0,32.0,269.0,6.86,2020-12-22 21:00:00,2020-12-22
22,12,2020,23,0.7,129.0,67.0,21.0,30.0,265.0,6.94,2020-12-22 22:00:00,2020-12-22
22,12,2020,24,0.5,90.0,56.0,15.0,20.0,194.0,6.84,2020-12-22 23:00:00,2020-12-22
23,1,2019,1,0.3,18.0,35.0,,,63.0,44.49,2019-01-23 00:00:00,2019-01-23
23,1,2019,2,0.2,13.0,13.0,,,33.0,65.3,2019-01-23 01:00:00,2019-01-23
23,1,2019,3,0.2,14.0,10.0,,,31.0,71.3,2019-01-23 02:00:00,2019-01-23
23,1,2019,4,0.2,11.0,6.0,,,23.0,72.8,2019-01-23 03:00:00,2019-01-23
23,1,2019,5,0.2,12.0,7.0,,,26.0,72.6,2019-01-23 04:00:00,2019-01-23
23,1,2019,6,0.2,14.0,9.0,,,31.0,71.8,2019-01-23 05:00:00,2019-01-23
23,1,2019,7,0.2,14.0,19.0,,,40.0,63.47,2019-01-23 06:00:00,2019-01-23
23,1,2019,8,0.3,20.0,33.0,,,64.0,52.58,2019-01-23 07:00:00,2019-01-23
23,1,2019,9,0.3,22.0,42.0,,,76.0,47.01,2019-01-23 08:00:00,2019-01-23
23,1,2019,10,0.3,21.0,42.0,,,74.0,45.31,2019-01-23 09:00:00,2019-01-23
23,1,2019,11,0.3,24.0,40.0,,,76.0,48.71,2019-01-23 10:00:00,2019-01-23
23,1,2019,12,0.2,20.0,27.0,,,57.0,51.49,2019-01-23 11:00:00,2019-01-23
23,1,2019,13,0.2,19.0,20.0,,,49.0,62.71,2019-01-23 12:00:00,2019-01-23
23,1,2019,14,0.2,19.0,18.0,,,48.0,67.44,2019-01-23 13:00:00,2019-01-23
23,1,2019,15,0.2,20.0,19.0,,,49.0,69.36,2019-01-23 14:00:00,2019-01-23
23,1,2019,16,0.2,17.0,17.0,,,44.0,70.11,2019-01-23 15:00:00,2019-01-23
23,1,2019,17,0.2,19.0,21.0,,,51.0,67.59,2019-01-23 16:00:00,2019-01-23
23,1,2019,18,0.2,19.0,25.0,,,53.0,66.32,2019-01-23 17:00:00,2019-01-23
23,1,2019,19,0.2,17.0,25.0,,,52.0,65.86,2019-01-23 18:00:00,2019-01-23
23,1,2019,20,0.2,21.0,31.0,,,62.0,65.3,2019-01-23 19:00:00,2019-01-23
23,1,2019,21,0.2,22.0,28.0,,,62.0,65.96,2019-01-23 20:00:00,2019-01-23
23,1,2019,22,0.2,14.0,19.0,,,40.0,71.05,2019-01-23 21:00:00,2019-01-23
23,1,2019,23,0.2,15.0,18.0,,,41.0,70.4,2019-01-23 22:00:00,2019-01-23
23,1,2019,24,0.2,13.0,12.0,,,32.0,73.79,2019-01-23 23:00:00,2019-01-23
23,1,2020,1,0.3,11.0,37.0,10.0,26.0,55.0,39.71,2020-01-23 00:00:00,2020-01-23
23,1,2020,2,0.2,9.0,28.0,11.0,29.0,41.0,45.13,2020-01-23 01:00:00,2020-01-23
23,1,2020,3,0.2,7.0,22.0,12.0,30.0,33.0,48.69,2020-01-23 02:00:00,2020-01-23
23,1,2020,4,0.2,7.0,18.0,12.0,31.0,29.0,52.72,2020-01-23 03:00:00,2020-01-23
23,1,2020,5,0.2,9.0,26.0,13.0,34.0,40.0,46.09,2020-01-23 04:00:00,2020-01-23
23,1,2020,6,0.3,37.0,59.0,14.0,37.0,116.0,15.66,2020-01-23 05:00:00,2020-01-23
23,1,2020,7,0.4,35.0,65.0,16.0,39.0,119.0,17.67,2020-01-23 06:00:00,2020-01-23
23,1,2020,8,0.6,90.0,91.0,16.0,38.0,228.0,7.02,2020-01-23 07:00:00,2020-01-23
23,1,2020,9,0.7,134.0,102.0,17.0,38.0,307.0,7.67,2020-01-23 08:00:00,2020-01-23
23,1,2020,10,0.6,115.0,93.0,21.0,42.0,270.0,8.7,2020-01-23 09:00:00,2020-01-23
23,1,2020,11,0.5,90.0,82.0,18.0,41.0,220.0,12.95,2020-01-23 10:00:00,2020-01-23
23,1,2020,12,0.4,68.0,65.0,23.0,53.0,169.0,23.6,2020-01-23 11:00:00,2020-01-23
23,1,2020,13,0.3,43.0,48.0,20.0,59.0,114.0,33.18,2020-01-23 12:00:00,2020-01-23
23,1,2020,14,0.3,42.0,48.0,22.0,66.0,112.0,38.61,2020-01-23 13:00:00,2020-01-23
23,1,2020,15,0.4,47.0,53.0,21.0,64.0,125.0,36.35,2020-01-23 14:00:00,2020-01-23
23,1,2020,16,0.3,44.0,53.0,44.0,94.0,119.0,37.48,2020-01-23 15:00:00,2020-01-23
23,1,2020,17,0.3,39.0,50.0,34.0,80.0,110.0,41.92,2020-01-23 16:00:00,2020-01-23
23,1,2020,18,0.4,68.0,76.0,21.0,52.0,180.0,22.86,2020-01-23 17:00:00,2020-01-23
23,1,2020,19,0.5,91.0,92.0,22.0,69.0,231.0,12.25,2020-01-23 18:00:00,2020-01-23
23,1,2020,20,0.5,59.0,89.0,30.0,83.0,180.0,8.9,2020-01-23 19:00:00,2020-01-23
23,1,2020,21,0.5,67.0,91.0,28.0,73.0,193.0,7.47,2020-01-23 20:00:00,2020-01-23
23,1,2020,22,0.4,43.0,72.0,25.0,64.0,138.0,16.81,2020-01-23 21:00:00,2020-01-23
23,1,2020,23,0.4,34.0,64.0,21.0,56.0,116.0,19.3,2020-01-23 22:00:00,2020-01-23
23,1,2020,24,0.3,16.0,48.0,16.0,49.0,73.0,26.8,2020-01-23 23:00:00,2020-01-23
23,1,2021,1,0.2,4.0,24.0,11.0,12.0,31.0,50.97,2021-01-23 00:00:00,2021-01-23
23,1,2021,2,0.2,1.0,6.0,10.0,13.0,8.0,61.39,2021-01-23 01:00:00,2021-01-23
23,1,2021,3,0.2,1.0,5.0,5.0,7.0,7.0,61.06,2021-01-23 02:00:00,2021-01-23
23,1,2021,4,0.2,1.0,7.0,4.0,6.0,8.0,61.75,2021-01-23 03:00:00,2021-01-23
23,1,2021,5,0.2,1.0,4.0,3.0,5.0,6.0,65.37,2021-01-23 04:00:00,2021-01-23
23,1,2021,6,0.2,1.0,6.0,3.0,6.0,8.0,64.37,2021-01-23 05:00:00,2021-01-23
23,1,2021,7,0.2,1.0,8.0,2.0,4.0,10.0,61.06,2021-01-23 06:00:00,2021-01-23
23,1,2021,8,0.2,1.0,11.0,2.0,4.0,13.0,59.61,2021-01-23 07:00:00,2021-01-23
23,1,2021,9,0.2,2.0,13.0,4.0,6.0,16.0,59.92,2021-01-23 08:00:00,2021-01-23
23,1,2021,10,0.2,5.0,17.0,1.0,4.0,24.0,59.3,2021-01-23 09:00:00,2021-01-23
23,1,2021,11,0.2,5.0,17.0,5.0,8.0,24.0,59.71,2021-01-23 10:00:00,2021-01-23
23,1,2021,12,0.2,5.0,17.0,3.0,6.0,24.0,60.92,2021-01-23 11:00:00,2021-01-23
23,1,2021,13,0.2,7.0,18.0,5.0,9.0,28.0,62.33,2021-01-23 12:00:00,2021-01-23
23,1,2021,14,0.2,5.0,16.0,6.0,11.0,24.0,66.74,2021-01-23 13:00:00,2021-01-23
23,1,2021,15,0.2,6.0,18.0,1.0,4.0,26.0,63.4,2021-01-23 14:00:00,2021-01-23
23,1,2021,16,0.2,4.0,12.0,3.0,4.0,18.0,65.52,2021-01-23 15:00:00,2021-01-23
23,1,2021,17,0.2,3.0,9.0,8.0,9.0,14.0,69.3,2021-01-23 16:00:00,2021-01-23
23,1,2021,18,0.2,4.0,13.0,4.0,4.0,19.0,64.28,2021-01-23 17:00:00,2021-01-23
23,1,2021,19,0.2,4.0,17.0,3.0,4.0,23.0,57.75,2021-01-23 18:00:00,2021-01-23
23,1,2021,20,0.2,4.0,15.0,5.0,6.0,21.0,59.02,2021-01-23 19:00:00,2021-01-23
23,1,2021,21,0.2,3.0,14.0,1.0,1.0,18.0,58.31,2021-01-23 20:00:00,2021-01-23
23,1,2021,22,0.2,3.0,15.0,1.0,2.0,19.0,54.56,2021-01-23 21:00:00,2021-01-23
23,1,2021,23,0.2,9.0,20.0,5.0,5.0,34.0,47.1,2021-01-23 22:00:00,2021-01-23
23,1,2021,24,0.2,1.0,9.0,3.0,3.0,11.0,55.94,2021-01-23 23:00:00,2021-01-23
23,2,2019,1,0.5,51.0,91.0,,,168.0,2.79,2019-02-23 00:00:00,2019-02-23
23,2,2019,2,0.5,74.0,92.0,,,205.0,2.77,2019-02-23 01:00:00,2019-02-23
23,2,2019,3,0.5,60.0,89.0,,,181.0,2.69,2019-02-23 02:00:00,2019-02-23
23,2,2019,4,0.4,33.0,72.0,,,122.0,3.22,2019-02-23 03:00:00,2019-02-23
23,2,2019,5,0.4,42.0,72.0,,,136.0,3.05,2019-02-23 04:00:00,2019-02-23
23,2,2019,6,0.4,53.0,71.0,,,152.0,2.73,2019-02-23 05:00:00,2019-02-23
23,2,2019,7,0.4,54.0,71.0,,,154.0,3.0,2019-02-23 06:00:00,2019-02-23
23,2,2019,8,0.5,74.0,73.0,,,187.0,2.83,2019-02-23 07:00:00,2019-02-23
23,2,2019,9,0.5,68.0,74.0,,,178.0,5.37,2019-02-23 08:00:00,2019-02-23
23,2,2019,10,0.6,81.0,75.0,,,199.0,9.67,2019-02-23 09:00:00,2019-02-23
23,2,2019,11,0.7,99.0,91.0,,,243.0,14.2,2019-02-23 10:00:00,2019-02-23
23,2,2019,12,0.6,78.0,89.0,,,209.0,21.82,2019-02-23 11:00:00,2019-02-23
23,2,2019,13,0.5,66.0,88.0,,,190.0,29.21,2019-02-23 12:00:00,2019-02-23
23,2,2019,14,0.4,54.0,84.0,,,166.0,37.92,2019-02-23 13:00:00,2019-02-23
23,2,2019,15,0.4,54.0,87.0,,,169.0,40.79,2019-02-23 14:00:00,2019-02-23
23,2,2019,16,0.4,42.0,75.0,,,139.0,50.71,2019-02-23 15:00:00,2019-02-23
23,2,2019,17,0.3,20.0,43.0,,,74.0,76.62,2019-02-23 16:00:00,2019-02-23
23,2,2019,18,0.4,59.0,84.0,,,175.0,49.31,2019-02-23 17:00:00,2019-02-23
23,2,2019,19,0.8,168.0,151.0,,,408.0,5.92,2019-02-23 18:00:00,2019-02-23
23,2,2019,20,0.9,163.0,147.0,,,397.0,3.51,2019-02-23 19:00:00,2019-02-23
23,2,2019,21,1.1,168.0,161.0,,,418.0,3.18,2019-02-23 20:00:00,2019-02-23
23,2,2019,22,0.8,95.0,133.0,,,279.0,3.3,2019-02-23 21:00:00,2019-02-23
23,2,2019,23,0.7,78.0,116.0,,,236.0,3.98,2019-02-23 22:00:00,2019-02-23
23,2,2019,24,0.7,78.0,109.0,,,228.0,3.17,2019-02-23 23:00:00,2019-02-23
23,2,2020,1,0.7,70.0,86.0,13.0,20.0,193.0,4.8,2020-02-23 00:00:00,2020-02-23
23,2,2020,2,0.6,49.0,75.0,15.0,22.0,151.0,4.81,2020-02-23 01:00:00,2020-02-23
23,2,2020,3,0.5,35.0,65.0,16.0,21.0,119.0,5.49,2020-02-23 02:00:00,2020-02-23
23,2,2020,4,0.4,28.0,57.0,9.0,14.0,101.0,6.75,2020-02-23 03:00:00,2020-02-23
23,2,2020,5,0.4,36.0,60.0,10.0,15.0,115.0,5.97,2020-02-23 04:00:00,2020-02-23
23,2,2020,6,0.4,30.0,58.0,12.0,17.0,105.0,5.41,2020-02-23 05:00:00,2020-02-23
23,2,2020,7,0.5,38.0,57.0,12.0,16.0,116.0,5.41,2020-02-23 06:00:00,2020-02-23
23,2,2020,8,0.5,53.0,55.0,11.0,14.0,136.0,4.59,2020-02-23 07:00:00,2020-02-23
